Customer ID,Order ID,Product ID,Sales,Cost Price,Quantity,Discount,Discount_Amount,Total Sales,Total Cost,Profit,Total Profit
NS010036,JYA-822297,01JZ3N58YFK8TDKE8A5786MBRY,89.99,26.997,16,0.17,244.7728,1439.84,431.952,62.993,1007.888
VL010206,DAJ-054040,01JZ3N5ASTAARJSB7EYT0BVK43,99.99,29.997,7,0.23,160.9839,699.93,209.979,69.993,489.951
NN085761,EUS-336001,01JZ3N5BWKT2885YD27FB11138,20.99,6.297,10,0.26,54.574,209.9,62.97,14.693,146.93
KF095712,UQP-485479,01JZ3N57WBV5SKZ00A15F0VQ5C,79.99,23.997,4,0.15,47.994,319.96,95.988,55.993,223.972
MC009367,VCB-229609,01JZ3NC7TCTWCYC6E9R34Z5Z2Z,7.99,2.397,16,0.17,21.7328,127.84,38.352,5.593,89.488
ZD013772,GNK-630776,01JZ3NC3YD4NY03A0HS7DEMA1F,1.99,0.597,18,0.17,6.0894,35.82,10.746,1.393,25.074
KV079867,RUM-456219,01JZ3N59EANQ5DWG2MPA84F0KP,4.49,1.347,6,0.11,2.9634,26.94,8.082,3.143,18.858
PD057509,RPU-248241,01JZ3NC4PD2NMA2F73CRG09TRD,29.99,8.997,3,0.3,26.991,89.97,26.991,20.993,62.979
JZ045419,PHQ-157714,01JZ3N5895JYW98PREYMJTG17A,4.5,1.35,19,0.2,17.1,85.5,25.65,3.15,59.85
QV077520,OQA-392113,01JZ3NC4PZVK8FV1D9P3E7AMAC,2.49,0.747,17,0.18,7.6194,42.33,12.699,1.743,29.631
IF009376,DHU-180413,01JZ3NC7VMPA75ZKAD3RB6E47W,4.99,1.497,9,0.05,2.2455,44.91,13.473,3.493,31.437
IF065494,SKU-059332,01JZ3N5D4WRAK2CPYERJ4J8EZG,5.49,1.647,2,0.33,3.6234,10.98,3.294,3.843,7.686
GJ001492,BOI-732766,01JZ3N5BZBEGVR1D8HGRQKQAFN,14.99,4.497,14,0.35,73.451,209.86,62.958,10.493,146.902
RV027833,WXN-718766,01JZ3N5ADCH1KJF84Y6K77TA1A,34.99,10.497,5,0.23,40.2385,174.95,52.485,24.493,122.465
UM016492,FFS-542199,01JZ3NC48HYV7D1P94EW1WZ6D6,29.99,8.997,7,0.32,67.1776,209.93,62.979,20.993,146.951
RR095548,ADE-533879,01JZ3NC8J07XNB67H7RCPB91AX,9.99,2.997,2,0.33,6.5934,19.98,5.994,6.993,13.986
MN066756,DGE-613115,01JZ3N5BPTKGHNAPNDYD527JQG,399.99,119.997,9,0,0,3599.91,1079.973,279.993,2519.937
RV090685,JHL-944983,01JZ3NC5VXK23G9VVY8GR42GZV,12.99,3.897,16,0.35,72.744,207.84,62.352,9.093,145.488
GL088865,FMN-306447,01JZ3N5920TAB9V7DN8CPA74TT,6.99,2.097,18,0.19,23.9058,125.82,37.746,4.893,88.074
SW004365,BBW-788417,01JZ3N58K9G1VKNPBDR7MYCJ12,49.99,14.997,17,0.26,220.9558,849.83,254.949,34.993,594.881
IE054962,DKU-785267,01JZ3N5A9Y973PXCPV8G5DVQ0B,3.79,1.137,20,0.34,25.772,75.8,22.74,2.653,53.06
GF053527,CNW-477180,01JZ3N59KT1YCF6Y9TEHKZP47M,3.49,1.047,10,0.1,3.49,34.9,10.47,2.443,24.43
KV079867,YRG-680742,01JZ3N59EANQ5DWG2MPA84F0KP,4.49,1.347,7,0.16,5.0288,31.43,9.429,3.143,22.001
IL069417,UJK-590769,01JZ3NC4RXH4JZKKT4W3FMSH0G,39.99,11.997,16,0.31,198.3504,639.84,191.952,27.993,447.888
NU019767,EXM-616948,01JZ3N58KM6NM98BAZZ3WPPA9T,3.99,1.197,3,0.3,3.591,11.97,3.591,2.793,8.379
ZF096387,EWP-369816,01JZ3N59MRW22XNQ7NY70KAA5F,19.99,5.997,15,0.02,5.997,299.85,89.955,13.993,209.895
GN005894,IJG-577398,01JZ3N5D05PXC9KNJY4NNZANVJ,3.59,1.077,5,0.17,3.0515,17.95,5.385,2.513,12.565
SO022847,DAL-704907,01JZ3NC8QCDYGNF1KT7TDAVQGW,24.99,7.497,6,0.2,29.988,149.94,44.982,17.493,104.958
JO026492,NWY-742770,01JZ3NC93J9BJ2GD4GX4MR2NMK,89.99,26.997,9,0.3,242.973,809.91,242.973,62.993,566.937
FP094467,LJD-543553,01JZ3NC4QGJKRHDEFH3EFQCPJA,39.99,11.997,6,0,0,239.94,71.982,27.993,167.958
OW060749,MCR-585207,01JZ3N5ACTWKGCACT766K6A6CN,39.99,11.997,3,0.34,40.7898,119.97,35.991,27.993,83.979
OA021360,DSL-299418,01JZ3N5ATP1FK9MNJ0T01D40VR,3.99,1.197,9,0.12,4.3092,35.91,10.773,2.793,25.137
FR055265,FZZ-974721,01JZ3N58MZHSGJ90EWDC28B7Y7,59.99,17.997,9,0.25,134.9775,539.91,161.973,41.993,377.937
RR095548,CQJ-355535,01JZ3NC8J07XNB67H7RCPB91AX,9.99,2.997,5,0.38,18.981,49.95,14.985,6.993,34.965
VU020909,UQM-897200,01JZ3N5AE5P8NRK9B56MA4AZRB,29.99,8.997,19,0.34,193.7354,569.81,170.943,20.993,398.867
FM038251,NFA-252880,01JZ3NC8SCJFTY3F2W62MS92B7,2.49,0.747,4,0.27,2.6892,9.96,2.988,1.743,6.972
AB074660,ZYP-819564,01JZ3NC4899G0329GMZKCHKJBZ,3.99,1.197,16,0,0,63.84,19.152,2.793,44.688
VZ070354,BEH-159526,01JZ3NC7T3XEZACNHCRMNG7QQM,99.99,29.997,19,0.24,455.9544,1899.81,569.943,69.993,1329.867
DL090299,GUN-460425,01JZ3NC6PKC0GPNX6D4XTC53V5,34.99,10.497,16,0.35,195.944,559.84,167.952,24.493,391.888
CQ072162,IBN-106939,01JZ3NC5CTEJW8843GVAGFYSX1,3.49,1.047,4,0.25,3.49,13.96,4.188,2.443,9.772
ZA078978,PUG-939724,01JZ3NC8MHA570WN1YSZ1JN49P,2.89,0.867,14,0.26,10.5196,40.46,12.138,2.023,28.322
RI085142,EMT-253740,01JZ3N5AG043KH8W8QKRAZP4KE,34.99,10.497,14,0.37,181.2482,489.86,146.958,24.493,342.902
OV004753,UVX-523972,01JZ3N581SQ22MAK39E2KMEZDT,0.79,0.237,12,0.01,0.0948,9.48,2.844,0.553,6.636
ID089240,EHI-786035,01JZ3NC7CZBTEQ1FW0JG9Z18FF,12.99,3.897,9,0.03,3.5073,116.91,35.073,9.093,81.837
WY045209,FRH-214073,01JZ3NC81ZPS3RKF5FPBHB8W16,3.99,1.197,2,0.38,3.0324,7.98,2.394,2.793,5.586
ME013240,CER-718590,01JZ3NC5QQTVHA4NJXXEPNX396,49.99,14.997,11,0.25,137.4725,549.89,164.967,34.993,384.923
IR090467,DWH-650212,01JZ3N59M4VVFW7YNABVMB5V0M,39.99,11.997,4,0.12,19.1952,159.96,47.988,27.993,111.972
OL090076,TQK-611548,01JZ3N590G67KGRC4A46SHTCPK,29.99,8.997,13,0.2,77.974,389.87,116.961,20.993,272.909
CW067537,LMW-997665,01JZ3NC78KQYP5KDT6DDVNYF6C,39.99,11.997,4,0.28,44.7888,159.96,47.988,27.993,111.972
VC000359,SWA-554738,01JZ3NC80K9RMN8ZRZ347S5GMD,4.29,1.287,4,0,0,17.16,5.148,3.003,12.012
OI031521,XMH-463713,01JZ3NC4Z738NRYS0SFA8BT54S,3.49,1.047,4,0,0,13.96,4.188,2.443,9.772
YI090050,IDE-263815,01JZ3NC7QPGZGYSRQKS8S1QVKH,1.99,0.597,16,0.02,0.6368,31.84,9.552,1.393,22.288
ML099661,NRG-027831,01JZ3NC5DW5MF1PEMA6NK2PVM7,3.29,0.987,20,0.28,18.424,65.8,19.74,2.303,46.06
RR095548,ZEE-613720,01JZ3NC8J07XNB67H7RCPB91AX,9.99,2.997,18,0.21,37.7622,179.82,53.946,6.993,125.874
EY065647,WIE-385607,01JZ3N575RXRKWCG9VA64F7KXP,39.99,11.997,20,0.14,111.972,799.8,239.94,27.993,559.86
ID089240,XXM-883173,01JZ3NC7CZBTEQ1FW0JG9Z18FF,12.99,3.897,19,0.25,61.7025,246.81,74.043,9.093,172.767
RZ076572,BWR-093262,01JZ3N58WYG8CZC6V2Y870MYDF,4.49,1.347,10,0.31,13.919,44.9,13.47,3.143,31.43
QE008063,GDW-435386,01JZ3NC5QAWA8ARTQENNDFGE5N,3.99,1.197,11,0.22,9.6558,43.89,13.167,2.793,30.723
XS079360,ATL-727013,01JZ3NC4K10XRKESFRYPJNDYJS,3.79,1.137,15,0.29,16.4865,56.85,17.055,2.653,39.795
GH031815,BEI-799065,01JZ3NC5N8G8XB87DGJ9H5T5W9,29.99,8.997,14,0.36,151.1496,419.86,125.958,20.993,293.902
AH075428,MHX-037679,01JZ3NC7RGM9RQXT677E7NSHZV,8.99,2.697,2,0.4,7.192,17.98,5.394,6.293,12.586
EH082528,KZL-438172,01JZ3N593DWJ866X1VDP77VAHY,5.99,1.797,9,0.28,15.0948,53.91,16.173,4.193,37.737
RJ089647,YIT-141054,01JZ3N5AC91H0H9Z6VJXYCY9AT,5.49,1.647,6,0.16,5.2704,32.94,9.882,3.843,23.058
ZC082059,LUB-233119,01JZ3NC509APNCN40Y3N0NRBQG,39.99,11.997,17,0.1,67.983,679.83,203.949,27.993,475.881
TH064321,AUE-521250,01JZ3NC3XTDX7J6X52A2JXNXJM,79.99,23.997,2,0.05,7.999,159.98,47.994,55.993,111.986
VN016029,NFT-544166,01JZ3NC7H398R53M2QYSQK70FR,29.99,8.997,2,0.36,21.5928,59.98,17.994,20.993,41.986
LZ099567,AIP-790168,01JZ3NC5AD2YRPRD0FZ1Z6Y95D,5.49,1.647,8,0.24,10.5408,43.92,13.176,3.843,30.744
KW047861,PWY-230479,01JZ3N595PZJ9H8ME316E50MJ5,39.99,11.997,6,0.34,81.5796,239.94,71.982,27.993,167.958
UP072366,INA-683753,01JZ3N58AR344PXZMHPE3MBD7A,2.49,0.747,12,0.25,7.47,29.88,8.964,1.743,20.916
TL083347,DUC-017288,01JZ3N5AM7AHXJQGB3PN0RTDJV,19.99,5.997,19,0,0,379.81,113.943,13.993,265.867
KQ085722,ISE-595408,01JZ3N5AF77V9H3FAKABVTBKE5,4.99,1.497,11,0.35,19.2115,54.89,16.467,3.493,38.423
LZ099567,OMM-198390,01JZ3NC5AD2YRPRD0FZ1Z6Y95D,5.49,1.647,3,0.2,3.294,16.47,4.941,3.843,11.529
JT099759,LMK-191613,01JZ3N57EXVNT9WVS002YAR34G,3.29,0.987,2,0.08,0.5264,6.58,1.974,2.303,4.606
HV046457,PCW-954855,01JZ3N57JEN1T2PDK0RNQ6YGHD,12.99,3.897,11,0.37,52.8693,142.89,42.867,9.093,100.023
XX070821,QYJ-274894,01JZ3NC7JSNY6QTYWGWBC3P8BR,12.99,3.897,17,0.3,66.249,220.83,66.249,9.093,154.581
JK033717,LDS-694699,01JZ3N58V4ZQWV166YKH1BE04J,22,6.6,3,0.09,5.94,66,19.8,15.4,46.2
GZ036067,KSA-738791,01JZ3N57VHBS0GY4Z30DV3EVSQ,12.99,3.897,16,0.15,31.176,207.84,62.352,9.093,145.488
AT000491,EOS-407151,01JZ3NC46M3N1TY5PYXHM8Z3P9,29.99,8.997,18,0,0,539.82,161.946,20.993,377.874
YI027655,MDR-550561,01JZ3N5A0815PNYCDYBVTJW9QA,79.99,23.997,1,0.11,8.7989,79.99,23.997,55.993,55.993
SK022778,JOS-250715,01JZ3N57R2DS86TJ4VJ5MSPMBN,18.99,5.697,12,0.36,82.0368,227.88,68.364,13.293,159.516
SI044225,SRO-049862,01JZ3NC8J93RACHSMXWFB1C3KR,69.99,20.997,19,0.07,93.0867,1329.81,398.943,48.993,930.867
QY014273,PJK-665293,01JZ3N57TBGQSP5XR85A043EZB,3.99,1.197,15,0.24,14.364,59.85,17.955,2.793,41.895
LZ099567,SVI-391538,01JZ3NC5AD2YRPRD0FZ1Z6Y95D,5.49,1.647,13,0,0,71.37,21.411,3.843,49.959
LV015333,PKT-643434,01JZ3NC4ZG7PHVVJAQ71A3HW9E,14.99,4.497,7,0.23,24.1339,104.93,31.479,10.493,73.451
OW060749,DCD-758338,01JZ3N5ACTWKGCACT766K6A6CN,39.99,11.997,3,0.09,10.7973,119.97,35.991,27.993,83.979
YH085602,BRP-045688,01JZ3N57QRVTB4J02X408GHC2R,14.99,4.497,3,0.24,10.7928,44.97,13.491,10.493,31.479
SD067440,USS-931269,01JZ3N595AKVEC5G225SJXVW4C,2.99,0.897,9,0.27,7.2657,26.91,8.073,2.093,18.837
QE036054,OHV-785020,01JZ3NC4WDJ7SHR4460Z6EXVN0,1.99,0.597,17,0.15,5.0745,33.83,10.149,1.393,23.681
XC052104,DLT-165774,01JZ3N593ZA9RHB418MY5MFT5W,4.99,1.497,11,0.3,16.467,54.89,16.467,3.493,38.423
LS003096,BKT-799395,01JZ3N5798BPVQ45PMP141CQ1P,3.99,1.197,14,0.1,5.586,55.86,16.758,2.793,39.102
IE022809,YDE-874534,01JZ3NC4HX01A8GJMKQGC28Z49,2.49,0.747,12,0,0,29.88,8.964,1.743,20.916
YV014970,EPA-165804,01JZ3N58MSV3AGZ46X9K0ZCB1E,59.99,17.997,15,0,0,899.85,269.955,41.993,629.895
LS042628,CVR-043669,01JZ3NC6Q2F9ZRDEFCAQF482DS,19.99,5.997,14,0.19,53.1734,279.86,83.958,13.993,195.902
KB045173,ODO-102637,01JZ3N57MD8Z4R2D8YETVNZN1Q,39.99,11.997,20,0.37,295.926,799.8,239.94,27.993,559.86
QT000911,XXN-913262,01JZ3NC4RKK361GKKSN55T3HGZ,8.99,2.697,8,0.33,23.7336,71.92,21.576,6.293,50.344
OL090076,JXL-394788,01JZ3N590G67KGRC4A46SHTCPK,29.99,8.997,17,0.21,107.0643,509.83,152.949,20.993,356.881
GI052318,YGQ-464932,01JZ3NC4XXX8R8HPBN153NA61Z,29.99,8.997,13,0.38,148.1506,389.87,116.961,20.993,272.909
NL045895,YNL-376090,01JZ3N5CVGA981EDSF9HRVSQ67,3.99,1.197,7,0.3,8.379,27.93,8.379,2.793,19.551
BH038149,ZMH-273847,01JZ3N578DMEXA31YJKVY0WZSF,3.99,1.197,12,0.28,13.4064,47.88,14.364,2.793,33.516
FP094467,MJU-080939,01JZ3NC4QGJKRHDEFH3EFQCPJA,39.99,11.997,10,0.13,51.987,399.9,119.97,27.993,279.93
GI084101,HYJ-729107,01JZ3NC86NF0Z1YQ5T53YTJHXG,5.99,1.797,20,0.23,27.554,119.8,35.94,4.193,83.86
WB049391,SLD-759037,01JZ3N5ATYBBFKV7Z27XZWQ5F5,2.49,0.747,16,0.39,15.5376,39.84,11.952,1.743,27.888
KZ037486,HSF-041440,01JZ3N579HDQH9ETN0PGA8MPTG,18.99,5.697,16,0.32,97.2288,303.84,91.152,13.293,212.688
VR024543,GVM-529805,01JZ3NC4PP3KZ8P2D2YJV2K267,3.79,1.137,6,0.27,6.1398,22.74,6.822,2.653,15.918
QG032787,AQU-155784,01JZ3N57G0JRH7277AVNVM0QK4,79.99,23.997,12,0.16,153.5808,959.88,287.964,55.993,671.916
KV079867,YDA-364999,01JZ3N59EANQ5DWG2MPA84F0KP,4.49,1.347,12,0.34,18.3192,53.88,16.164,3.143,37.716
LB002042,ICY-225931,01JZ3N5CZQFPQNVQA610F42WJH,3.99,1.197,1,0.32,1.2768,3.99,1.197,2.793,2.793
SH096153,BBN-136502,01JZ3N57MP7Z5WPWTSDA7K74ZX,29.99,8.997,6,0.12,21.5928,179.94,53.982,20.993,125.958
GU043275,EQI-579965,01JZ3N5A946V9P8GFVQE6ER6CR,29.99,8.997,2,0.16,9.5968,59.98,17.994,20.993,41.986
QE036054,QZU-205980,01JZ3NC4WDJ7SHR4460Z6EXVN0,1.99,0.597,18,0.28,10.0296,35.82,10.746,1.393,25.074
OW060749,YBK-322312,01JZ3N5ACTWKGCACT766K6A6CN,39.99,11.997,12,0.06,28.7928,479.88,143.964,27.993,335.916
JT099759,SAN-619632,01JZ3N57EXVNT9WVS002YAR34G,3.29,0.987,16,0.09,4.7376,52.64,15.792,2.303,36.848
BN060023,DPI-879592,01JZ3NC51CDFHE4B1FC18XE56C,8.99,2.697,1,0,0,8.99,2.697,6.293,6.293
EN046189,NSA-539143,01JZ3NC7EFX48NGR4Q8B5766F5,4.49,1.347,3,0.24,3.2328,13.47,4.041,3.143,9.429
KF095712,XIV-766536,01JZ3N57WBV5SKZ00A15F0VQ5C,79.99,23.997,3,0.15,35.9955,239.97,71.991,55.993,167.979
PQ067744,SGR-528892,01JZ3NC7K14YWSKC0WT9JRQJ0A,5.49,1.647,4,0.12,2.6352,21.96,6.588,3.843,15.372
XA015610,QMR-501345,01JZ3N57D3TXB1J4MZWAFS25KT,39.99,11.997,20,0.26,207.948,799.8,239.94,27.993,559.86
KF073024,KKF-339078,01JZ3NC4NAGEEHSY4BS5DB2M2F,2.99,0.897,11,0.02,0.6578,32.89,9.867,2.093,23.023
DH029445,THY-912714,01JZ3N58W0TM2THPDF47X5MP83,79.99,23.997,8,0.33,211.1736,639.92,191.976,55.993,447.944
NL026223,CTS-366325,01JZ3N5852WRZ4VZBSVFG1D65V,39.99,11.997,10,0.36,143.964,399.9,119.97,27.993,279.93
QO045038,IOT-867946,01JZ3NC5HT18VD6R8ZF0M5TFJ6,39.99,11.997,18,0.06,43.1892,719.82,215.946,27.993,503.874
IF065494,ZIX-959315,01JZ3N5D4WRAK2CPYERJ4J8EZG,5.49,1.647,13,0.09,6.4233,71.37,21.411,3.843,49.959
CI094569,KPK-212791,01JZ3N59PW6KB4E65XAMAW1XPS,4.49,1.347,6,0.26,7.0044,26.94,8.082,3.143,18.858
SD004526,HVP-176235,01JZ3NC5P0WG8FE82HBSRDWF2Q,39.99,11.997,11,0,0,439.89,131.967,27.993,307.923
RW020820,ECR-014340,01JZ3NC79BVY88G9AN47EJ1BZ0,2.29,0.687,18,0.21,8.6562,41.22,12.366,1.603,28.854
SC094075,CUN-762522,01JZ3NC5JPGCSKHFQBQ6XA0JY9,4.59,1.377,5,0,0,22.95,6.885,3.213,16.065
CV078630,SOT-577523,01JZ3N59XJWSKWM9ZYD0960M4C,59.99,17.997,12,0.39,280.7532,719.88,215.964,41.993,503.916
GI045942,AIZ-562377,01JZ3NC7B0A08CXWKN37BPK6F2,3.49,1.047,9,0,0,31.41,9.423,2.443,21.987
SC094075,SKP-627441,01JZ3NC5JPGCSKHFQBQ6XA0JY9,4.59,1.377,2,0.15,1.377,9.18,2.754,3.213,6.426
OW060749,IRB-564397,01JZ3N5ACTWKGCACT766K6A6CN,39.99,11.997,10,0.35,139.965,399.9,119.97,27.993,279.93
ZD013772,MMC-907304,01JZ3NC3YD4NY03A0HS7DEMA1F,1.99,0.597,13,0.19,4.9153,25.87,7.761,1.393,18.109
HZ072092,JZD-537382,01JZ3NC7GJZ4R2QD0P2EBYBFTY,15.99,4.797,11,0.09,15.8301,175.89,52.767,11.193,123.123
CQ072162,LVW-241313,01JZ3NC5CTEJW8843GVAGFYSX1,3.49,1.047,13,0,0,45.37,13.611,2.443,31.759
YJ015564,DBY-625847,01JZ3NC6H1PSP7YS883VBZSC9V,29.99,8.997,8,0.29,69.5768,239.92,71.976,20.993,167.944
GJ001492,KLK-232319,01JZ3N5BZBEGVR1D8HGRQKQAFN,14.99,4.497,11,0.2,32.978,164.89,49.467,10.493,115.423
BO084720,YJX-957061,01JZ3N5879PJM22PJF2CDHFHZS,3.99,1.197,18,0.38,27.2916,71.82,21.546,2.793,50.274
KJ087516,KMV-776269,01JZ3NC8YYYF44PQHNDP82ZGHX,22.99,6.897,11,0.1,25.289,252.89,75.867,16.093,177.023
ZV090686,CTF-217113,01JZ3NC7K9DKAG3GCGZQQ9729F,34.99,10.497,3,0.21,22.0437,104.97,31.491,24.493,73.479
NM039884,CIW-321658,01JZ3N5BT89JRZDGPA7SHJFMEY,39.99,11.997,1,0,0,39.99,11.997,27.993,27.993
BQ000218,CGP-347753,01JZ3N59478ZRJZ3SPGDCJQDT6,4.99,1.497,1,0.34,1.6966,4.99,1.497,3.493,3.493
TH064321,WHI-254656,01JZ3NC3XTDX7J6X52A2JXNXJM,79.99,23.997,15,0.1,119.985,1199.85,359.955,55.993,839.895
PU001485,SVV-215207,01JZ3N5ABGS0A456R3MD9KS46E,5.99,1.797,1,0.22,1.3178,5.99,1.797,4.193,4.193
AV098482,OLV-625420,01JZ3N5ABREGP3AYT376NBW4XR,4.49,1.347,3,0.38,5.1186,13.47,4.041,3.143,9.429
WZ014558,QFH-001292,01JZ3N5A4TJH1HB577VYR8V9BM,2.79,0.837,12,0.3,10.044,33.48,10.044,1.953,23.436
IF065494,GQE-499063,01JZ3N5D4WRAK2CPYERJ4J8EZG,5.49,1.647,9,0,0,49.41,14.823,3.843,34.587
UI094785,DRG-762511,01JZ3N5AN1TW6NXF98MKZSD6Y2,39.99,11.997,15,0.02,11.997,599.85,179.955,27.993,419.895
EH033381,JLV-100137,01JZ3N58D1H163PK6S4JQGCWEY,19.99,5.997,11,0.1,21.989,219.89,65.967,13.993,153.923
NY046491,PRM-975343,01JZ3NC5FZ5MKZD6AG24PKW7TJ,5.99,1.797,9,0.39,21.0249,53.91,16.173,4.193,37.737
XV071063,QBN-744079,01JZ3NC7HBQV0GVRREH7EFRJDS,3.49,1.047,15,0.01,0.5235,52.35,15.705,2.443,36.645
XX070821,MXA-328354,01JZ3NC7JSNY6QTYWGWBC3P8BR,12.99,3.897,9,0.34,39.7494,116.91,35.073,9.093,81.837
EW049219,LPA-103957,01JZ3NC3ZKZS4RPQ7QCB8MG9HB,2.99,0.897,20,0.1,5.98,59.8,17.94,2.093,41.86
IV058327,AJD-128108,01JZ3NC7VBYZCSWFV8TY8KN23R,6.99,2.097,18,0.25,31.455,125.82,37.746,4.893,88.074
NL026223,WYZ-770860,01JZ3N5852WRZ4VZBSVFG1D65V,39.99,11.997,3,0.18,21.5946,119.97,35.991,27.993,83.979
RJ089647,IKC-983373,01JZ3N5AC91H0H9Z6VJXYCY9AT,5.49,1.647,13,0.11,7.8507,71.37,21.411,3.843,49.959
TL082440,WFI-617669,01JZ3N591NXVPXWMPS4CDR35FF,5.49,1.647,1,0.09,0.4941,5.49,1.647,3.843,3.843
ZJ082434,QIJ-044085,01JZ3N5A8JMK003ZBB9W8FJPE1,12.99,3.897,13,0.29,48.9723,168.87,50.661,9.093,118.209
IL069417,KXA-188328,01JZ3NC4RXH4JZKKT4W3FMSH0G,39.99,11.997,16,0.14,89.5776,639.84,191.952,27.993,447.888
SD046454,OOS-602832,01JZ3NC83ENQ37E5CC795SKQY2,4.99,1.497,15,0,0,74.85,22.455,3.493,52.395
UZ034387,CGT-282252,01JZ3NC5TEFNQZK38FKHYTP5XK,39.99,11.997,8,0.15,47.988,319.92,95.976,27.993,223.944
ID087493,MXP-961733,01JZ3N59FC4ST1FCAF4V6564Z9,59.99,17.997,4,0.3,71.988,239.96,71.988,41.993,167.972
GI045942,FKZ-228229,01JZ3NC7B0A08CXWKN37BPK6F2,3.49,1.047,4,0.08,1.1168,13.96,4.188,2.443,9.772
CW018722,OGD-007222,01JZ3NC4JRAWG0XJTVWM56B8X7,4.99,1.497,17,0.13,11.0279,84.83,25.449,3.493,59.381
UM016492,ZMH-729027,01JZ3NC48HYV7D1P94EW1WZ6D6,29.99,8.997,18,0.26,140.3532,539.82,161.946,20.993,377.874
JX052250,LWX-015748,01JZ3N57N7WDCH86T417JASWJ5,4.29,1.287,2,0.14,1.2012,8.58,2.574,3.003,6.006
CF022551,ITX-720176,01JZ3NC53V1772NGAJVPB17CX4,149.99,44.997,19,0.31,883.4411,2849.81,854.943,104.993,1994.867
GJ001492,NJR-293751,01JZ3N5BZBEGVR1D8HGRQKQAFN,14.99,4.497,11,0.03,4.9467,164.89,49.467,10.493,115.423
XV071063,TMO-934506,01JZ3NC7HBQV0GVRREH7EFRJDS,3.49,1.047,6,0,0,20.94,6.282,2.443,14.658
SJ061629,WCX-237158,01JZ3N57F5TF4YPJJ98694P1CH,4.49,1.347,15,0.23,15.4905,67.35,20.205,3.143,47.145
GZ075930,HNI-169916,01JZ3NC55P93SPM09P0WQ33GMV,3.99,1.197,14,0.34,18.9924,55.86,16.758,2.793,39.102
QB068412,SXT-469096,01JZ3N5D6GAX0Y6KWCZ8SX4KFS,49.99,14.997,15,0,0,749.85,224.955,34.993,524.895
IG031604,MGZ-426357,01JZ3N59V6YWV83SJJ6EY9R70A,34.99,10.497,20,0.12,83.976,699.8,209.94,24.493,489.86
WB006787,CPK-917378,01JZ3NC3WF97WK2MQ40B0R112B,29.99,8.997,11,0.38,125.3582,329.89,98.967,20.993,230.923
LT013497,UWU-932874,01JZ3N58PGS8R12QEJGNQCA2KN,4.99,1.497,15,0.14,10.479,74.85,22.455,3.493,52.395
AD018781,FSX-038280,01JZ3N5AQ4B7JKQZYS24BD9PZR,19.99,5.997,10,0.1,19.99,199.9,59.97,13.993,139.93
EH082528,UWA-723335,01JZ3N593DWJ866X1VDP77VAHY,5.99,1.797,13,0.31,24.1397,77.87,23.361,4.193,54.509
PW074537,CHR-856609,01JZ3NC6S0JPQTV0MZRG2FS66J,5.99,1.797,11,0.36,23.7204,65.89,19.767,4.193,46.123
DW050767,DVU-764225,01JZ3N5980M6YGY81DNFVQD1FM,8.99,2.697,8,0.24,17.2608,71.92,21.576,6.293,50.344
VA068865,RUX-148313,01JZ3N59VMWAZ0W4PQ516QX53S,2.49,0.747,2,0.01,0.0498,4.98,1.494,1.743,3.486
IV014356,GDC-841667,01JZ3NC45YJSK7J3NGS3M735ZA,3.49,1.047,4,0,0,13.96,4.188,2.443,9.772
MN070519,NFN-758725,01JZ3N5BSZH2CVHMYAMDDGHZ1V,6.99,2.097,2,0.32,4.4736,13.98,4.194,4.893,9.786
QX002232,YNT-079259,01JZ3N5CX0F6D6VK30GJXHHH69,25.99,7.797,10,0.39,101.361,259.9,77.97,18.193,181.93
MC009367,PPI-228893,01JZ3NC7TCTWCYC6E9R34Z5Z2Z,7.99,2.397,18,0.12,17.2584,143.82,43.146,5.593,100.674
ML099661,ZHZ-217556,01JZ3NC5DW5MF1PEMA6NK2PVM7,3.29,0.987,12,0.16,6.3168,39.48,11.844,2.303,27.636
BK071541,PVZ-167688,01JZ3NC4E4T39BCJHNB2C74YH7,2.89,0.867,1,0.05,0.1445,2.89,0.867,2.023,2.023
XC022001,DLK-228474,01JZ3N5A9N6YP59W1W37YAG81Q,22.99,6.897,7,0.36,57.9348,160.93,48.279,16.093,112.651
IS060028,WEN-227693,01JZ3NC7RSRRGQPSTZG8CM8CM1,44.99,13.497,16,0.33,237.5472,719.84,215.952,31.493,503.888
GS076409,ICC-260157,01JZ3NC53H785J2CMK3CFD8YNQ,3.49,1.047,10,0.09,3.141,34.9,10.47,2.443,24.43
QP035792,DAV-146841,01JZ3NC51YJN3H1HY55ACEJSBS,1.29,0.387,17,0.38,8.3334,21.93,6.579,0.903,15.351
VE074010,NLM-648570,01JZ3NC6TQZEA3H01KPG57CEZP,29.99,8.997,16,0.28,134.3552,479.84,143.952,20.993,335.888
DN090133,FSU-263823,01JZ3N57ZH0SEZHVAHCYHPB3FE,199.99,59.997,18,0.16,575.9712,3599.82,1079.946,139.993,2519.874
KW047861,GPF-525131,01JZ3N595PZJ9H8ME316E50MJ5,39.99,11.997,8,0.13,41.5896,319.92,95.976,27.993,223.944
XD031860,MJQ-077525,01JZ3N57B0X4WCF0W2D0G62R28,3.49,1.047,7,0.35,8.5505,24.43,7.329,2.443,17.101
JQ001839,PDX-231778,01JZ3NC5FBR8J1HDZXW4XW5RH7,29.99,8.997,14,0.11,46.1846,419.86,125.958,20.993,293.902
